paso,id,fenotipo,cambio_fenotipo,estrategia,pago,tau,theta
6,2-1,O,0,C,4.0,10,7
6,2-2,P,0,C,4.0,4,1
6,2-3,E,0,C,4.0,5,2
6,2-4,P,0,C,4.0,3,2
6,2-5,O,0,C,4.0,7,7
6,2-6,P,0,C,4.0,3,3
6,2-7,O,0,C,3.981,7,7
6,2-8,O,0,C,4.0,3,1
6,2-9,O,0,C,4.0,5,1
6,3-0,O,0,C,4.0,5,1
6,3-1,O,0,C,4.0,9,7
6,3-2,P,0,C,4.0,9,7
6,3-3,E,0,C,4.0,3,1
6,3-4,E,0,C,4.0,3,2
6,3-5,E,0,C,4.0,3,3
6,3-6,E,0,C,3.981,4,3
6,3-7,R,0,D,0.273,7,7
6,3-8,E,1,C,3.981,5,0
6,3-9,E,0,C,4.0,10,7
6,4-0,O,0,C,4.0,10,7
6,4-1,A,0,C,4.0,3,2
6,4-2,O,0,C,4.0,10,7
6,4-3,O,0,C,4.0,3,2
6,4-4,E,0,C,4.0,7,7
6,4-5,E,0,C,4.0,9,7
6,4-6,E,1,C,4.0,5,0
6,4-7,E,0,C,3.981,3,3
6,4-8,E,0,C,4.0,9,7
6,4-9,A,0,C,4.0,7,7
6,5-0,O,0,C,4.0,9,7
6,5-1,P,0,C,4.0,10,7
6,5-2,O,0,C,4.0,3,3
6,5-3,O,0,C,4.0,9,7
6,5-4,O,0,C,4.0,5,1
6,5-5,P,0,C,4.0,10,7
6,5-6,R,0,C,4.0,9,7
6,5-7,A,0,C,4.0,3,2
6,5-8,O,0,C,4.0,3,3
6,5-9,O,0,C,4.0,4,2
6,6-0,A,0,C,4.0,5,2
6,6-1,A,0,C,4.0,9,7
6,6-2,E,0,C,4.0,9,7
6,6-3,P,0,C,4.0,4,3
6,6-4,E,0,C,4.0,10,7
6,6-5,P,0,C,4.0,10,7
6,6-6,A,0,C,4.0,9,7
6,6-7,A,0,C,4.0,5,3
6,6-8,A,0,C,4.0,3,2
6,6-9,O,0,C,4.0,9,7
6,7-0,A,0,C,4.0,4,3
6,7-1,A,0,C,4.0,8,7
6,7-2,E,0,C,4.0,10,7
6,7-3,E,0,C,4.0,4,1
6,7-4,E,0,C,4.0,3,1
6,7-5,O,0,C,4.0,8,7
6,7-6,A,0,C,3.981,9,7
6,7-7,R,0,C,4.0,8,7
6,7-8,O,0,C,4.0,8,7
6,7-9,A,0,C,4.0,3,1
6,8-0,O,0,C,4.0,7,7
6,8-1,A,0,C,4.0,9,7
6,8-2,P,0,C,4.0,9,7
6,8-3,P,0,C,4.0,8,7
6,8-4,P,0,C,4.0,9,7
6,8-5,A,1,C,3.981,6,0
6,8-6,R,0,D,0.273,9,7
6,8-7,E,0,C,3.981,7,7
